"INDICATOR","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","SWE","Sweden","2006","2006",6126.64788,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","SWE","Sweden","2007","2007",4999.70588,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","SWE","Sweden","2008","2008",5437.16684,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","SWE","Sweden","2009","2009",5079.7335,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","SWE","Sweden","2010","2010",5251.45024,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","SWE","Sweden","2011","2011",5144.55392,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","SWE","Sweden","2012","2012",5164.09629,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","SWE","Sweden","2013","2013",6674.34947,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","SWE","Sweden","2014","2014",6875.99043,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","SWE","Sweden","2015","2015",6834.03397,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","SWE","Sweden","2016","2016",7154.52927,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","SWE","Sweden","2017","2017",7383.41927,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","SWE","Sweden","2018","2018",7536.47495,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","SWE","Sweden","2019","2019",7834.39924,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","SWE","Sweden","2020","2020",7930.18106,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CHE","Switzerland","1996","1996",3140.79232,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CHE","Switzerland","2000","2000",3654.23759,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CHE","Switzerland","2004","2004",3468.17479,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CHE","Switzerland","2008","2008",3298.21466,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CHE","Switzerland","2012","2012",4468.64965,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CHE","Switzerland","2015","2015",5271.92795,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CHE","Switzerland","2017","2017",5235.81199,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CHE","Switzerland","2019","2019",5551.96991,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","TUR","Türkiye","1996","1996",304.34199,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","TUR","Türkiye","1997","1997",313.1886,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","TUR","Türkiye","1998","1998",308.57818,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","TUR","Türkiye","1999","1999",322.13579,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","TUR","Türkiye","2000","2000",365.00521,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","TUR","Türkiye","2001","2001",353.65644,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","TUR","Türkiye","2002","2002",368.33011,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","TUR","Türkiye","2003","2003",494.17908,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","TUR","Türkiye","2004","2004",505.53768,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","TUR","Türkiye","2005","2005",576.39149,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","TUR","Türkiye","2006","2006",620.49825,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","TUR","Türkiye","2007","2007",713.80484,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","TUR","Türkiye","2008","2008",749.95603,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","TUR","Türkiye","2009","2009",809.83496,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","TUR","Türkiye","2010","2010",889.58445,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","TUR","Türkiye","2011","2011",981.82744,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","TUR","Türkiye","2012","2012",1100.08415,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","TUR","Türkiye","2013","2013",1173.18826,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","TUR","Türkiye","2014","2014",1160.92355,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","TUR","Türkiye","2015","2015",1211.78504,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","TUR","Türkiye","2016","2016",1254.67457,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","TUR","Türkiye","2017","2017",1379.41194,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","TUR","Türkiye","2018","2018",1533.26457,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","TUR","Türkiye","2019","2019",1624.30144,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","TUR","Türkiye","2020","2020",1775.34706,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GBR","United Kingdom of Great Britain and Northern Ireland","1996","1996",2490.55483,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GBR","United Kingdom of Great Britain and Northern Ireland","1997","1997",2497.82047,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GBR","United Kingdom of Great Britain and Northern Ireland","1998","1998",2694.6175,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GBR","United Kingdom of Great Britain and Northern Ireland","1999","1999",2853.96564,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GBR","United Kingdom of Great Britain and Northern Ireland","2000","2000",2894.5148,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GBR","United Kingdom of Great Britain and Northern Ireland","2001","2001",3080.69401,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GBR","United Kingdom of Great Britain and Northern Ireland","2002","2002",3340.22179,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GBR","United Kingdom of Great Britain and Northern Ireland","2003","2003",3638.09033,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GBR","United Kingdom of Great Britain and Northern Ireland","2004","2004",3824.26193,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GBR","United Kingdom of Great Britain and Northern Ireland","2005","2005",4123.53188,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GBR","United Kingdom of Great Britain and Northern Ireland","2006","2006",4176.31268,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GBR","United Kingdom of Great Britain and Northern Ireland","2007","2007",4111.14041,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GBR","United Kingdom of Great Britain and Northern Ireland","2008","2008",4053.92721,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GBR","United Kingdom of Great Britain and Northern Ireland","2009","2009",4076.55189,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GBR","United Kingdom of Great Britain and Northern Ireland","2010","2010",4043.26715,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GBR","United Kingdom of Great Britain and Northern Ireland","2011","2011",3926.11787,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GBR","United Kingdom of Great Britain and Northern Ireland","2012","2012",3969.85915,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GBR","United Kingdom of Great Britain and Northern Ireland","2013","2013",4119.45134,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GBR","United Kingdom of Great Britain and Northern Ireland","2014","2014",4227.62028,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GBR","United Kingdom of Great Britain and Northern Ireland","2015","2015",4319.50151,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GBR","United Kingdom of Great Britain and Northern Ireland","2016","2016",4357.93303,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GBR","United Kingdom of Great Britain and Northern Ireland","2017","2017",4434.96569,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GBR","United Kingdom of Great Britain and Northern Ireland","2018","2018",4554.46575,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GBR","United Kingdom of Great Britain and Northern Ireland","2019","2019",4683.76565,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","USA","United States of America","1996","1996",3140.32982,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","USA","United States of America","1997","1997",3242.75381,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","USA","United States of America","1998","1998",3407.69968,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","USA","United States of America","1999","1999",3465.03113,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","USA","United States of America","2000","2000",3495.45951,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","USA","United States of America","2001","2001",3566.03005,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","USA","United States of America","2002","2002",3650.92041,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","USA","United States of America","2003","2003",3892.2723,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","USA","United States of America","2004","2004",3786.53697,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","USA","United States of America","2005","2005",3739.73557,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","USA","United States of America","2006","2006",3802.86974,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","USA","United States of America","2007","2007",3777.5142,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","USA","United States of America","2008","2008",3932.77697,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","USA","United States of America","2009","2009",4088.93168,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","USA","United States of America","2010","2010",3883.22964,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","USA","United States of America","2011","2011",4025.40145,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","USA","United States of America","2012","2012",3989.56068,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","USA","United States of America","2013","2013",4090.93144,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","USA","United States of America","2014","2014",4205.87066,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","USA","United States of America","2015","2015",4269.87393,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","USA","United States of America","2016","2016",4251.16395,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","USA","United States of America","2017","2017",4411.69935,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","USA","United States of America","2018","2018",4748.84172,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","USA","United States of America","2019","2019",4821.22748,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ALB","Albania","2008","2008",155.52783,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ARG","Argentina","1997","1997",695.61942,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ARG","Argentina","1998","1998",704.84088,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ARG","Argentina","1999","1999",713.0788,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ARG","Argentina","2000","2000",716.55644,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ARG","Argentina","2001","2001",688.2777,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ARG","Argentina","2002","2002",692.19186,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ARG","Argentina","2003","2003",718.52276,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ARG","Argentina","2004","2004",765.64017,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ARG","Argentina","2005","2005",819.37769,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ARG","Argentina","2006","2006",891.83275,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ARG","Argentina","2007","2007",974.71808,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ARG","Argentina","2008","2008",1035.99886,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ARG","Argentina","2009","2009",1035.62531,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ARG","Argentina","2010","2010",1123.83311,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ARG","Argentina","2011","2011",1180.67303,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ARG","Argentina","2012","2012",1203.37119,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ARG","Argentina","2013","2013",1198.26439,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ARG","Argentina","2014","2014",1206.94193,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ARG","Argentina","2015","2015",1230.53948,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ARG","Argentina","2016","2016",1259.64008,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ARG","Argentina","2017","2017",1210.45658,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ARG","Argentina","2018","2018",1224.17926,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ARG","Argentina","2019","2019",1230.75406,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BOL","Bolivia (Plurinational State of)","1998","1998",72.86864,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BOL","Bolivia (Plurinational State of)","1999","1999",72.66504,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BOL","Bolivia (Plurinational State of)","2000","2000",71.2736,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BOL","Bolivia (Plurinational State of)","2001","2001",122.37427,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BOL","Bolivia (Plurinational State of)","2002","2002",118.95484,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BOL","Bolivia (Plurinational State of)","2009","2009",143.85751,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BOL","Bolivia (Plurinational State of)","2010","2010",163.80159,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BRA","Brazil","2000","2000",295.23457,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BRA","Brazil","2001","2001",337.39902,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BRA","Brazil","2002","2002",398.41199,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BRA","Brazil","2003","2003",423.24525,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BRA","Brazil","2004","2004",483.03027,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BRA","Brazil","2005","2005",509.01507,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BRA","Brazil","2006","2006",543.2361,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BRA","Brazil","2007","2007",555.12941,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BRA","Brazil","2008","2008",590.71388,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BRA","Brazil","2009","2009",625.52058,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BRA","Brazil","2010","2010",686.12491,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BRA","Brazil","2011","2011",737.71786,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BRA","Brazil","2012","2012",788.48979,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BRA","Brazil","2013","2013",838.47208,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BRA","Brazil","2014","2014",887.67844,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BRN","Brunei Darussalam","2002","2002",285.48195,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BRN","Brunei Darussalam","2003","2003",277.39015,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BRN","Brunei Darussalam","2004","2004",283.50207,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BGR","Bulgaria","1996","1996",1778.95,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BGR","Bulgaria","1997","1997",1458.87376,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BGR","Bulgaria","1998","1998",1471.18278,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BGR","Bulgaria","1999","1999",1311.51638,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BGR","Bulgaria","2000","2000",1185.17766,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BGR","Bulgaria","2001","2001",1162.19205,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BGR","Bulgaria","2002","2002",1172.479,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BGR","Bulgaria","2003","2003",1228.67973,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BGR","Bulgaria","2004","2004",1268.87888,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BGR","Bulgaria","2005","2005",1307.79884,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BGR","Bulgaria","2006","2006",1354.47304,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BGR","Bulgaria","2007","2007",1478.61752,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BGR","Bulgaria","2008","2008",1513.00749,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BGR","Bulgaria","2009","2009",1601.3888,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BGR","Bulgaria","2010","2010",1478.65161,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BGR","Bulgaria","2011","2011",1613.03219,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BGR","Bulgaria","2012","2012",1540.76839,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BGR","Bulgaria","2013","2013",1683.79312,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BGR","Bulgaria","2014","2014",1821.92174,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BGR","Bulgaria","2015","2015",1977.29335,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BGR","Bulgaria","2016","2016",2237.29099,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BGR","Bulgaria","2017","2017",2125.18395,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BGR","Bulgaria","2018","2018",2342.86988,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BGR","Bulgaria","2019","2019",2419.95886,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","BGR","Bulgaria","2020","2020",2402.12019,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","COL","Colombia","2013","2013",57.3604,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","COL","Colombia","2014","2014",58.29539,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","COL","Colombia","2015","2015",69.54869,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","COL","Colombia","2016","2016",89.36161,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","COL","Colombia","2017","2017",88.0191,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","COG","Congo","1996","1996",50.97261,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","COG","Congo","1997","1997",49.69867,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","COG","Congo","1998","1998",40.73997,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","COG","Congo","1999","1999",36.28515,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","COG","Congo","2000","2000",32.5349,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CRI","Costa Rica","2003","2003",131.60255,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CRI","Costa Rica","2004","2004",108.63507,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CRI","Costa Rica","2005","2005",122.92609,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CRI","Costa Rica","2008","2008",261.02787,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CRI","Costa Rica","2009","2009",339.54618,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CRI","Costa Rica","2010","2010",381.87801,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CRI","Costa Rica","2011","2011",406.20873,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CRI","Costa Rica","2012","2012",337.24403,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CRI","Costa Rica","2013","2013",355.11641,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CRI","Costa Rica","2014","2014",568.46192,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CRI","Costa Rica","2015","2015",495.2758,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CRI","Costa Rica","2016","2016",525.37635,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CRI","Costa Rica","2017","2017",380.40758,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CRI","Costa Rica","2018","2018",345.03858,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HRV","Croatia","1998","1998",1054.34062,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HRV","Croatia","1999","1999",1239.33088,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HRV","Croatia","2000","2000",1529.33272,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HRV","Croatia","2001","2001",1509.95616,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HRV","Croatia","2002","2002",1950.04367,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HRV","Croatia","2003","2003",1335.41586,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HRV","Croatia","2004","2004",1628.69347,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HRV","Croatia","2005","2005",1308.11424,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HRV","Croatia","2006","2006",1321.96175,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HRV","Croatia","2007","2007",1404.9522,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HRV","Croatia","2008","2008",1538.60787,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HRV","Croatia","2009","2009",1596.53963,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HRV","Croatia","2010","2010",1641.34223,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HRV","Croatia","2011","2011",1587.48964,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HRV","Croatia","2012","2012",1556.84123,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HRV","Croatia","2013","2013",1526.68079,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HRV","Croatia","2014","2014",1437.42986,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HRV","Croatia","2015","2015",1504.17896,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HRV","Croatia","2016","2016",1850.49572,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HRV","Croatia","2017","2017",1868.34023,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HRV","Croatia","2018","2018",1921.13136,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HRV","Croatia","2019","2019",2135.43604,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HRV","Croatia","2020","2020",2219.83126,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CYP","Cyprus","1998","1998",345.60424,"+","National Estimation"
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CYP","Cyprus","1999","1999",402.60856,"+","National Estimation"
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CYP","Cyprus","2000","2000",434.37809,"+","National Estimation"
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CYP","Cyprus","2001","2001",471.97958,"+","National Estimation"
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CYP","Cyprus","2002","2002",609.48271,"+","National Estimation"
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CYP","Cyprus","2003","2003",677.83199,"+","National Estimation"
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CYP","Cyprus","2004","2004",795.28883,"+","National Estimation"
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CYP","Cyprus","2005","2005",916.65065,"+","National Estimation"
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CYP","Cyprus","2006","2006",986.91676,"+","National Estimation"
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CYP","Cyprus","2007","2007",1029.19752,"+","National Estimation"
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CYP","Cyprus","2008","2008",1011.38118,"+","National Estimation"
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CYP","Cyprus","2009","2009",1065.75189,"+","National Estimation"
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CYP","Cyprus","2010","2010",1077.70041,"+","National Estimation"
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CYP","Cyprus","2011","2011",1063.79153,"+","National Estimation"
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CYP","Cyprus","2012","2012",1017.46435,"+","National Estimation"
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CYP","Cyprus","2013","2013",1036.13054,"+","National Estimation"
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","CYP","Cyprus","2014","2014",1064.92501,"+","National Estimation"
