Name,Web of Science Documents,Times Cited,Rank,% Docs Cited,Category Normalized Citation Impact,International Collaborations,All Open Access Documents,% First Author (2008-2022),% Global Baseline (Docs),% Documents in Top 1%,% International Collaborations,Gold Documents,% Last Author (2008-2022),% Global Baseline (Cites),Citation Impact,% Documents in Top 10%,% Industry Collaborations,Gold - Hybrid Documents,% Baseline for All Items (Docs),Average Percentile,% Highly Cited Papers,Location Type,Free to Read Documents,Industry Collaborations,% Baseline for All Items (Cites),Highly Cited Papers,Impact Relative to World,Domestic Collaborations,% Baseline for Pinned Items (Docs),Green Submitted Documents,% Hot Papers,Green Accepted Documents,% Domestic Collaborations,% Baseline for Pinned Items (Cites),Documents in JIF Journals,Green Published Documents,Documents in Q1 Journals,Green Only Documents,Citations From Patents,Documents in Q2 Journals,Non-Open Access Documents,Documents in Q3 Journals,% All Open Access Documents,Documents in Q4 Journals,% Gold Documents,% Documents in Q1 Journals,% Gold - Hybrid Documents,% Documents in Q2 Journals,% Free to Read Documents,% Documents in Q3 Journals,% Green Submitted Documents,% Documents in Q4 Journals,% Green Accepted Documents,% Green Published Documents,Documents in Top 1%,Documents in Top 10%,% Green Only Documents,Hot Papers,% Non-Open Access Documents
MALAYSIA,1287,30213,51,82.67,0.7816886557886559,469,125,0.0,0.09678678405417052,0.54,36.44,12,0.0,0.08250874428015974,23.475524475524477,8.39,1.24,6,0.11107754714538472,44.572462160062166,0.0,Country/Region,46,16,0.08301051694591305,0,0.8524794483715928,105,n/a,16,0.0,47,8.16,n/a,940,20,240,61,213,273,1162,252,9.71,175,0.93,25.53,0.47,29.04,3.57,26.81,1.24,18.62,3.65,1.55,7,108,4.74,0,90.29
SAUDI ARABIA,1633,29646,52,81.26,0.6190085731781997,414,159,0.0,0.12280716267324046,0.8,25.35,7,0.0,0.08096032280573316,18.154317207593387,5.51,0.61,34,0.14093988693738405,38.694015431720764,0.0,Country/Region,83,10,0.08145267882628465,0,0.6592475637691313,78,n/a,37,0.0,1,4.78,n/a,1445,26,312,35,332,323,1474,350,9.74,460,0.43,21.59,2.08,22.35,5.08,24.22,2.27,31.83,0.06,1.59,13,90,2.14,0,90.26
VENEZUELA,1254,28396,53,78.07,0.691994019138756,545,138,0.0,0.09430507164252512,0.72,43.46,17,0.0,0.07754669521660927,22.64433811802233,7.74,1.99,14,0.10822940491088766,38.38934704944179,0.0,Country/Region,60,25,0.07801829143733316,0,0.8222961275143239,107,n/a,54,0.0,3,8.53,n/a,1056,33,364,47,178,257,1116,167,11.0,268,1.36,34.47,1.12,24.34,4.78,15.81,4.31,25.38,0.24,2.63,9,97,3.75,0,89.0
CROATIA,1772,27396,54,73.36,0.5327826185101581,475,164,0.0,0.13326043616471653,0.23,26.81,13,0.0,0.07481579314531017,15.460496613995485,5.3,2.03,9,0.15293660725844732,35.076981997742664,0.0,Country/Region,72,36,0.07527078152617198,0,0.5614253960030128,293,n/a,75,0.0,9,16.53,n/a,1380,26,337,70,285,306,1608,430,9.26,307,0.73,24.42,0.51,22.17,4.06,31.16,4.23,22.25,0.51,1.47,4,94,3.95,0,90.74
KENYA,627,24365,55,89.15,1.1483293460925041,440,131,0.0,0.04715253582126256,2.07,70.18,10,0.0,0.0665384289672026,38.85964912280702,12.28,0.8,7,0.05411470245544383,51.64371307814992,0.0,Country/Region,61,5,0.0669430789854424,0,1.4111315077395763,21,n/a,21,0.0,16,3.35,n/a,555,42,253,53,59,138,496,91,20.89,73,1.59,45.59,1.12,24.86,9.73,16.4,3.35,13.15,2.55,6.7,13,77,8.45,0,79.11
ICELAND,491,23718,56,82.69,1.303659470468432,287,98,0.0,0.03692487254902698,1.63,58.45,6,0.0,0.06477153532707208,48.30549898167006,15.89,2.44,1,0.04237690415569844,52.56116537678208,0.0,Country/Region,61,12,0.0651654400729211,0,1.754143775068464,36,n/a,23,0.0,5,7.33,n/a,423,26,243,30,284,105,393,55,19.96,20,1.22,57.45,0.2,24.82,12.42,13.0,4.68,4.73,1.02,5.3,8,78,6.11,0,80.04
COLOMBIA,841,22292,57,79.55,0.7835488703923901,475,134,0.0,0.06324606479375089,0.36,56.48,24,0.0,0.06087726897339957,26.50653983353151,9.39,1.78,9,0.07258447330945497,42.2557209274673,0.0,Country/Region,39,15,0.06124749093960525,0,0.9625463524398535,58,n/a,69,0.0,7,6.9,n/a,710,52,312,62,190,176,707,104,15.93,118,2.85,43.94,1.07,24.79,4.64,14.65,8.2,16.62,0.83,6.18,3,79,7.37,0,84.07
ESTONIA,780,21870,58,82.44,0.7938820512820514,342,115,0.0,0.058658657002527585,0.77,43.85,8,0.0,0.05972482829931134,28.03846153846154,9.74,0.77,7,0.0673197255426574,45.09495064102565,0.0,Country/Region,68,6,0.060088041757095235,0,1.0181758558969023,63,n/a,34,0.0,3,8.08,n/a,598,24,257,32,415,173,665,110,14.74,58,1.03,42.98,0.9,28.93,8.72,18.39,4.36,9.7,0.38,3.08,6,76,4.1,0,85.26
MOROCCO,1212,20803,59,84.98,0.5502867986798681,659,128,0.0,0.09114652857315825,0.33,54.37,2,0.0,0.0568109557892352,17.164191419141915,4.54,0.58,11,0.1046044966124369,38.02081419141915,0.0,Country/Region,70,7,0.05715644868188625,0,0.6232925891811252,127,n/a,63,0.0,0,10.48,n/a,1059,16,257,45,173,256,1084,248,10.56,298,0.17,24.27,0.91,24.17,5.78,23.42,5.2,28.14,0.0,1.32,4,55,3.71,0,89.44
YUGOSLAVIA,1374,19655,60,72.78,0.548952401746725,361,170,0.0,0.10332948041214475,0.51,26.27,45,0.0,0.053675880211383836,14.304949053857351,3.57,0.44,10,0.11858628576360421,33.92490822416303,0.0,Country/Region,78,6,0.05400230730387319,0,0.5194633709304425,156,n/a,67,0.0,7,11.35,n/a,1071,33,321,37,125,261,1204,201,12.37,288,3.28,29.97,0.73,24.37,5.68,18.77,4.88,26.89,0.51,2.4,7,49,2.69,0,87.63
INDONESIA,649,18702,61,79.82,0.8364642526964562,435,102,0.0,0.04880701076235949,1.23,67.03,8,0.0,0.05107333053743579,28.816640986132512,8.94,1.85,3,0.05601346394510853,45.42187288135593,0.0,Country/Region,56,12,0.051383930358536584,0,1.0464343080978873,23,n/a,23,0.0,2,3.54,n/a,513,27,209,35,69,161,547,83,15.72,60,1.23,40.74,0.46,31.38,8.63,16.18,3.54,11.7,0.31,4.16,8,58,5.39,0,84.28
CUBA,783,18434,62,83.91,0.6789210727969348,409,64,0.0,0.05888426722176807,0.64,52.23,11,0.0,0.05034144878232763,23.54278416347382,6.51,0.51,4,0.06757864756397532,38.454571902937424,0.0,Country/Region,24,4,0.050647597702345386,0,0.8549218858873331,32,n/a,23,0.0,3,4.09,n/a,697,22,201,25,262,157,719,128,8.17,211,1.4,28.84,0.51,22.53,3.07,18.36,2.94,30.27,0.38,2.81,5,51,3.19,0,91.83
NIGERIA,774,17923,63,82.56,0.816651550387597,247,86,0.0,0.05820743656404661,0.65,31.91,5,0.0,0.048945957823893785,23.156330749354005,4.52,2.2,2,0.06680188150002157,37.311113178294576,0.0,Country/Region,62,17,0.049243620137742014,0,0.840888393530915,74,n/a,11,0.0,5,9.56,n/a,680,14,146,17,60,167,688,144,11.11,223,0.65,21.47,0.26,24.56,8.01,21.18,1.42,32.79,0.65,1.81,5,35,2.2,0,88.89
PANAMA,156,17578,64,93.59,2.1079173076923077,108,38,0.0,0.011731731400505516,5.13,69.23,3,0.0,0.0480037966092956,112.67948717948718,25.0,1.28,2,0.01346394510853148,66.92811538461538,0.0,Country/Region,23,2,0.0482957292183914,0,4.091791311146719,1,n/a,9,0.0,0,0.64,n/a,136,11,68,10,47,33,118,20,24.36,15,1.92,50.0,1.28,24.26,14.74,14.71,5.77,11.03,0.0,7.05,8,39,6.41,0,75.64
PAKISTAN,811,16755,65,75.96,0.6064252774352651,274,81,0.0,0.060989962601345996,0.49,33.79,7,0.0,0.04575626420461645,20.6596794081381,6.91,0.37,1,0.06999525309627583,36.779413686806414,0.0,Country/Region,49,3,0.04603452856150574,0,0.750226139728878,79,n/a,16,0.0,0,9.74,n/a,668,23,168,24,140,155,730,119,9.99,226,0.86,25.15,0.12,23.2,6.04,17.81,1.97,33.83,0.0,2.84,4,56,2.96,0,90.01
BELARUS,1307,15932,66,68.63,0.45923726090283096,466,54,0.0,0.09829085218244046,0.46,35.65,3,0.0,0.043508731799937285,12.189747513389442,3.9,0.99,3,0.11280369395417081,29.869877123182864,0.0,Country/Region,11,13,0.04377332790462009,0,0.44265291055956546,76,n/a,27,0.0,2,5.81,n/a,886,12,207,37,154,166,1253,197,4.13,316,0.23,23.36,0.23,18.74,0.84,22.23,2.07,35.67,0.15,0.92,6,51,2.83,0,95.87
TUNISIA,812,15118,67,83.99,0.5992210591133005,346,64,0.0,0.061065166007759485,0.37,42.61,2,0.0,0.041285777513899814,18.61822660098522,6.03,0.37,4,0.07008156043671514,39.59632056650246,0.0,Country/Region,44,3,0.041536854836934874,0,0.6760937570963726,101,n/a,18,0.0,0,12.44,n/a,696,13,164,14,188,194,748,165,7.88,173,0.25,23.56,0.49,27.87,5.42,23.71,2.22,24.86,0.0,1.6,3,49,1.72,0,92.12
VIETNAM,433,14256,68,82.45,0.9328390300230948,299,81,0.0,0.032563074977044165,0.69,69.05,7,0.0,0.03893173992843999,32.92378752886836,10.16,0.46,3,0.03737107841021879,46.726857736720554,0.0,Country/Region,42,2,0.03916850129351393,0,1.1955793473400629,13,n/a,18,0.0,2,3.0,n/a,359,15,146,29,73,98,352,70,18.71,45,1.62,40.67,0.69,27.3,9.7,19.5,4.16,12.53,0.46,3.46,3,44,6.7,0,81.29
PHILIPPINES,473,13976,69,78.01,0.9248376321353067,227,60,0.0,0.03557121123358404,1.06,47.99,6,0.0,0.03816708734847624,29.547568710359407,9.94,3.81,5,0.04082337202779096,43.01021543340381,0.0,Country/Region,37,18,0.03839919851838879,0,1.0729768828462425,18,n/a,7,0.0,2,3.81,n/a,319,9,115,12,60,104,413,59,12.68,41,1.27,36.05,1.06,32.6,7.82,18.5,1.48,12.85,0.42,1.9,5,47,2.54,0,87.32
PERU,332,12922,70,82.53,1.1664518072289156,237,72,0.0,0.024967530929280973,1.2,71.39,7,0.0,0.03528871656532699,38.92168674698795,13.55,4.22,5,0.02865403702584905,52.03776626506024,0.0,Country/Region,35,14,0.035503323072024896,0,1.4133843136223663,8,n/a,23,0.0,3,2.41,n/a,272,22,153,25,79,66,260,30,21.69,23,2.11,56.25,1.51,24.26,10.54,11.03,6.93,8.46,0.9,6.63,4,45,7.53,0,78.31
LITHUANIA,725,12099,71,75.72,0.5682935172413793,309,77,0.0,0.05452246964978525,0.14,42.62,5,0.0,0.03304118416064783,16.688275862068966,5.93,3.17,5,0.06257282181849566,38.2075147586207,0.0,Country/Region,42,23,0.03324212241513924,0,0.6060104095225621,40,n/a,20,0.0,1,5.52,n/a,541,22,204,25,160,140,648,106,10.62,91,0.69,37.71,0.69,25.88,5.79,19.59,2.76,16.82,0.14,3.03,1,43,3.45,0,89.38
BANGLADESH,532,11948,72,80.08,0.842073120300752,258,61,0.0,0.04000821221198035,0.56,48.5,8,0.0,0.03262881794788166,22.458646616541355,6.95,1.32,2,0.04591550511370992,42.28723627819549,0.0,Country/Region,34,7,0.0328272484185539,0,0.8155530113417828,34,n/a,6,0.0,3,6.39,n/a,454,18,139,17,42,112,471,73,11.47,130,1.5,30.62,0.38,24.67,6.39,16.08,1.13,28.63,0.56,3.38,3,37,3.2,0,88.53
LEBANON,460,11415,73,82.61,0.7849465217391305,193,53,0.0,0.03459356695020858,0.65,41.96,2,0.0,0.031173247143879243,24.815217391304348,7.17,0.0,7,0.03970137660208001,41.96410130434783,0.0,Country/Region,30,0,0.031362825635904985,0,0.9011284435845459,21,n/a,15,0.0,1,4.57,n/a,390,12,146,14,72,92,407,111,11.52,41,0.43,37.44,1.52,23.59,6.52,28.46,3.26,10.51,0.22,2.61,3,33,3.04,0,88.48
COSTA RICA,298,11373,74,92.28,1.0060174496644296,170,52,0.0,0.02241061511122208,1.01,57.05,8,0.0,0.03105854925688468,38.16442953020134,11.41,2.35,8,0.025719587450912698,50.00890503355705,0.0,Country/Region,22,7,0.031247430219636215,0,1.3858856217352178,5,n/a,19,0.0,1,1.68,n/a,282,19,109,14,25,65,246,33,17.45,75,2.68,38.65,2.68,23.05,7.38,11.7,6.38,26.6,0.34,6.38,3,34,4.7,0,82.55
URUGUAY,415,11203,75,80.48,0.7692944578313253,225,66,0.0,0.031209413661601213,0.48,54.22,13,0.0,0.03059429590476383,26.995180722891565,8.92,0.24,5,0.03581754628231131,43.9154821686747,0.0,Country/Region,22,1,0.030780353534738816,0,0.9802906339892505,17,n/a,23,0.0,1,4.1,n/a,332,22,137,26,66,98,349,60,15.9,37,3.13,41.27,1.2,29.52,5.3,18.07,5.54,11.14,0.24,5.3,2,37,6.27,0,84.1
JORDAN,558,11177,76,84.77,0.6102512544802868,182,39,0.0,0.041963500778731275,0.72,32.62,7,0.0,0.030523292450910056,20.030465949820787,5.38,0.9,0,0.04815949596513183,43.09604605734767,0.0,Country/Region,28,5,0.030708918277048622,0,0.7273771702665103,33,n/a,2,0.0,2,5.91,n/a,491,7,107,4,107,122,519,144,6.99,118,1.25,21.79,0.0,24.85,5.02,29.33,0.36,24.03,0.36,1.25,4,30,0.72,0,93.01
KUWAIT,599,11175,77,82.97,0.6165754590984975,167,81,0.0,0.045046840441684645,0.33,27.88,2,0.0,0.030517830646767455,18.65609348914858,5.18,0.0,1,0.05169809692314332,39.83860267111853,0.0,Country/Region,64,0,0.030703423257226303,0,0.6774688379371311,52,n/a,2,0.0,3,8.68,n/a,542,13,110,14,168,155,518,142,13.52,135,0.33,20.3,0.17,28.6,10.68,26.2,0.33,24.91,0.5,2.17,2,31,2.34,0,86.48
ALGERIA,550,10795,78,81.27,0.6473978181818182,285,54,0.0,0.0413618735274233,0.91,51.82,6,0.0,0.029480087859673796,19.62727272727273,6.18,0.73,3,0.0474690372416174,42.10285472727273,0.0,Country/Region,27,4,0.029659369490985046,0,0.7127357961705539,22,n/a,29,0.0,1,4.0,n/a,429,12,101,18,41,132,496,106,9.82,90,1.09,23.54,0.55,30.77,4.91,24.71,5.27,20.98,0.18,2.18,5,34,3.27,0,90.18
TANZANIA,245,9459,79,91.43,0.9810416326530612,183,54,0.0,0.018424834571306743,1.22,74.69,4,0.0,0.025831602692418198,38.608163265306125,11.02,0.82,2,0.02114529840762957,49.61246408163265,0.0,Country/Region,34,2,0.0259886962496737,0,1.4019991654441297,1,n/a,8,0.0,9,0.41,n/a,219,20,112,14,11,46,191,35,22.04,26,1.63,51.14,0.82,21.0,13.88,15.98,3.27,11.87,3.67,8.16,3,27,5.71,0,77.96
UGANDA,213,9407,80,87.79,1.1505882629107982,148,40,0.0,0.01601832556607484,1.88,69.48,2,0.0,0.025689595784710646,44.16431924882629,12.68,1.88,0,0.01838346351357183,51.12276854460094,0.0,Country/Region,30,4,0.02584582573429332,0,1.6037628701415931,6,n/a,3,0.0,3,2.82,n/a,199,3,107,8,24,40,173,21,18.78,31,0.94,53.77,0.0,20.1,14.08,10.55,1.41,15.58,1.41,1.41,4,27,3.76,0,81.22
UNITED ARAB EMIRATES,474,8868,81,77.64,0.878595147679325,195,43,0.0,0.035646414639997535,1.9,41.14,1,0.0,0.02421763956828043,18.70886075949367,6.75,1.69,5,0.04090967936823027,40.079790084388186,0.0,Country/Region,32,8,0.024364917892177436,0,0.6793850044348277,26,n/a,7,0.0,0,5.49,n/a,399,11,133,5,170,104,431,86,9.07,76,0.21,33.33,1.05,26.07,6.75,21.55,1.48,19.05,0.0,2.32,9,32,1.05,0,90.93
ARMENIA,398,8686,82,72.86,0.6963243718592965,195,90,0.0,0.02993095575257177,0.0,48.99,2,0.0,0.023720615391303997,21.824120603015075,8.54,0.0,6,0.03435032149484314,37.895716834170855,0.0,Country/Region,13,0,0.023864871088346097,0,0.7925111241817208,28,n/a,79,0.0,6,7.04,n/a,328,10,146,69,41,66,308,57,22.61,59,0.5,44.51,1.51,20.12,3.27,17.38,19.85,17.99,1.51,2.51,0,34,17.34,0,77.39
NEPAL,184,8098,83,80.43,1.6920603260869567,122,19,0.0,0.01383742678008343,1.63,66.3,0,0.0,0.022114844973380125,44.01086956521739,10.33,0.54,0,0.015880550640832002,43.39840217391305,0.0,Country/Region,14,1,0.022249335260583317,0,1.5981905685824909,0,n/a,10,0.0,1,0.0,n/a,147,6,50,5,14,51,165,27,10.33,19,0.0,34.01,0.0,34.69,7.61,18.37,5.43,12.93,0.54,3.26,3,19,2.72,0,89.67
ZIMBABWE,269,7899,84,88.48,0.8851646840148699,156,40,0.0,0.020229716325230667,1.12,57.99,7,0.0,0.021571395461191602,29.364312267657994,8.55,0.74,4,0.023216674578172874,46.682744609665434,0.0,Country/Region,20,2,0.021702580788262243,0,1.0663221922834174,10,n/a,8,0.0,2,3.72,n/a,239,10,79,9,24,73,229,51,14.87,36,2.6,33.05,1.49,30.54,7.43,21.34,2.97,15.06,0.74,3.72,3,23,3.35,0,85.13
LATVIA,455,7827,85,72.75,0.519032087912088,201,38,0.0,0.03421754991814109,0.22,44.18,1,0.0,0.021374770512058064,17.2021978021978,4.62,1.1,2,0.03926983989988349,36.59075868131868,0.0,Country/Region,16,5,0.021504760074658635,0,0.624672735575548,26,n/a,10,0.0,4,5.71,n/a,340,9,114,19,145,78,417,84,8.35,64,0.22,33.53,0.44,22.94,3.52,24.71,2.2,18.82,0.88,1.98,1,21,4.18,0,91.65
ETHIOPIA,234,6906,86,87.61,0.7395380341880342,128,23,0.0,0.017597597100758276,0.0,54.7,1,0.0,0.018859609704391593,29.512820512820515,7.69,0.43,0,0.02019591766279722,45.95673205128205,0.0,Country/Region,14,1,0.01897430344647918,0,1.0717150527090396,11,n/a,2,0.0,1,4.7,n/a,204,7,49,8,15,54,211,35,9.83,66,0.43,24.02,0.0,26.47,5.98,17.16,0.85,32.35,0.43,2.99,0,18,3.42,0,90.17
CYPRUS,237,6592,87,81.86,1.0040696202531647,130,47,0.0,0.017823207319998768,1.27,54.85,1,0.0,0.01800210645400368,27.814345991561183,13.08,0.42,6,0.020454839684115135,48.15098818565401,0.0,Country/Region,14,1,0.018111585334374566,0,1.0100374265300822,4,n/a,32,0.0,0,1.69,n/a,188,21,86,26,86,49,190,31,19.83,22,0.42,45.74,2.53,26.06,5.91,16.49,13.5,11.7,0.0,8.86,3,31,10.97,0,80.17
CAMEROON,221,6492,88,90.05,0.7510615384615384,155,38,0.0,0.016619952817382818,0.0,70.14,4,0.0,0.017729016246873765,29.375565610859727,5.88,4.07,1,0.019073922237086264,47.13956742081448,0.0,Country/Region,24,9,0.017836834343258445,0,1.0667308410365028,10,n/a,8,0.0,0,4.52,n/a,196,12,73,9,17,59,183,26,17.19,38,1.81,37.24,0.45,30.1,10.86,13.27,3.62,19.39,0.0,5.43,0,13,4.07,0,82.81
REPUBLIC OF GEORGIA,281,6395,89,76.87,0.6498181494661922,145,71,0.0,0.021132157202192633,0.71,51.6,1,0.0,0.01746411874595775,22.75800711743772,8.19,0.36,6,0.024252362663444525,36.80552455516014,0.0,Country/Region,17,1,0.017570325881875813,0,0.8264238515197924,10,n/a,49,0.0,6,3.56,n/a,225,9,78,47,78,49,210,31,25.27,67,0.36,34.67,2.14,21.78,6.05,13.78,17.44,29.78,2.14,3.2,2,23,16.73,0,74.73
SENEGAL,192,6117,90,89.58,0.9250901041666667,131,45,0.0,0.014439054031391407,1.56,68.23,3,0.0,0.0167049279701366,31.859375,9.9,1.56,0,0.01657100936434644,47.771996875000006,0.0,Country/Region,26,3,0.016806518126573,0,1.1569267580700955,8,n/a,13,0.0,1,4.17,n/a,173,18,65,16,42,44,147,25,23.44,39,1.56,37.57,0.0,25.43,13.54,14.45,6.77,22.54,0.52,9.38,3,19,8.33,0,76.56
GHANA,199,6013,91,88.94,0.9570492462311557,133,40,0.0,0.014965477876285885,1.01,66.83,0,0.0,0.016420914154721498,30.21608040201005,8.54,1.01,0,0.01717516074742157,49.74921055276382,0.0,Country/Region,20,2,0.016520777095812237,0,1.0972529103625805,10,n/a,8,0.0,1,5.03,n/a,182,17,89,20,22,43,159,33,20.1,17,0.0,48.9,0.0,23.63,10.05,18.13,4.02,9.34,0.5,8.54,2,17,10.05,0,79.9
OMAN,277,5829,92,85.2,0.6426891696750903,103,29,0.0,0.020831343576538642,1.08,37.18,0,0.0,0.01591842817360246,21.04332129963899,5.05,1.08,5,0.023907133301687308,42.12389097472924,0.0,Country/Region,19,3,0.01601523527215858,0,0.764157535740068,15,n/a,7,0.0,0,5.42,n/a,246,6,48,5,14,86,248,56,10.47,56,0.0,19.51,1.81,34.96,6.86,22.76,2.53,22.76,0.0,2.17,3,14,1.81,0,89.53
SRI LANKA,230,5711,93,80.87,0.8166182608695652,118,17,0.0,0.01729678347510429,0.43,51.3,1,0.0,0.015596181729189166,24.830434782608695,9.57,0.0,0,0.019850688301040004,43.92990608695653,0.0,Country/Region,12,0,0.015691029102641557,0,0.9016810409656315,14,n/a,3,0.0,2,6.09,n/a,179,3,63,4,36,58,213,30,7.39,28,0.43,35.2,0.0,32.4,5.22,16.76,1.3,15.64,0.87,1.3,1,22,1.74,0,92.61
ECUADOR,115,5000,94,86.09,1.0715339130434784,75,37,0.0,0.008648391737552144,1.74,65.22,3,0.0,0.013654510356495508,43.47826086956522,13.91,1.74,3,0.009925344150520002,53.13130608695652,0.0,Country/Region,8,2,0.01373754955580595,0,1.578849660244496,1,n/a,18,0.0,5,0.87,n/a,105,25,61,23,5,17,78,10,32.17,17,2.61,58.1,2.61,16.19,6.96,9.52,15.65,16.19,4.35,21.74,2,16,20.0,0,67.83
GAMBIA,83,4365,95,93.98,1.2782819277108435,67,26,0.0,0.006241882732320243,0.0,80.72,0,0.0,0.011920387541220576,52.59036144578313,19.28,2.41,2,0.007163509256462262,63.78871807228916,0.0,Country/Region,17,2,0.011992880762218596,0,1.9097423089186283,1,n/a,2,0.0,4,1.2,n/a,81,9,62,7,42,13,57,4,31.33,2,0.0,76.54,2.41,16.05,20.48,4.94,2.41,2.47,4.82,10.84,0,16,8.43,0,68.67
LUXEMBOURG,147,4346,96,80.27,0.7321258503401361,93,29,0.0,0.011054900742784046,0.68,63.27,1,0.0,0.011868500401865895,29.564625850340136,6.12,6.8,3,0.01268717904457774,43.2703768707483,0.0,Country/Region,13,10,0.011940678073906533,0,1.0735962880184986,6,n/a,11,0.0,1,4.08,n/a,122,9,59,12,38,36,118,17,19.73,10,0.68,48.36,2.04,29.51,8.84,13.93,7.48,8.2,0.68,6.12,1,9,8.16,0,80.27
MALAWI,127,4235,97,89.76,1.0697086614173228,92,19,0.0,0.009550832614514107,2.36,72.44,2,0.0,0.011565370271951694,33.346456692913385,11.02,0.0,0,0.010961032235791654,49.60369448818898,0.0,Country/Region,8,0,0.011635704473767642,0,1.2109279618591742,0,n/a,6,0.0,2,0.0,n/a,121,13,59,9,12,36,108,10,14.96,16,1.57,48.76,0.0,29.75,6.3,8.26,4.72,13.22,1.57,10.24,3,14,7.09,0,85.04
KAZAKHSTAN,242,4087,98,67.77,0.42947479338842975,81,25,0.0,0.01819922435206625,0.83,33.47,1,0.0,0.011161196765399428,16.888429752066116,4.13,0.0,0,0.020886376386311654,27.81685578512397,0.0,Country/Region,11,0,0.011229073006915785,0,0.6132787062505903,13,n/a,15,0.0,0,5.37,n/a,170,2,30,13,7,36,217,40,10.33,64,0.41,17.65,0.0,21.18,4.55,23.53,6.2,37.65,0.0,0.83,2,10,5.37,0,89.67
BARBADOS,54,4068,99,83.33,1.1625925925925926,27,6,0.0,0.004060983946328833,1.85,50.0,1,0.0,0.011109309626044743,75.33333333333333,18.52,1.85,0,0.004660596383722435,47.06507037037037,0.0,Country/Region,3,1,0.011176870318603722,0,2.7356201779836296,1,n/a,0,0.0,0,1.85,n/a,48,3,22,2,95,8,48,7,11.11,11,1.85,45.83,0.0,16.67,5.56,14.58,0.0,22.92,0.0,5.56,1,10,3.7,0,88.89
MACEDONIA,176,3826,100,76.14,0.6953465909090909,71,20,0.0,0.013235799528775455,0.57,40.34,4,0.0,0.010448431324790362,21.738636363636363,8.52,2.84,0,0.015190091917317568,39.71774715909091,0.0,Country/Region,10,5,0.010511972920102714,0,0.789406888648836,8,n/a,5,0.0,4,4.55,n/a,142,2,38,6,15,30,156,39,11.36,35,2.27,26.76,0.0,21.13,5.68,27.46,2.84,24.65,2.27,1.14,1,15,3.41,0,88.64
UZBEKISTAN,363,3671,101,68.87,0.3274245179063361,115,26,0.0,0.027298836528099377,0.28,31.68,1,0.0,0.010025141503739001,10.112947658402204,2.2,0.28,0,0.031329564579467485,24.03615179063361,0.0,Country/Region,10,1,0.010086108883872728,0,0.36723695141438983,29,n/a,13,0.0,0,7.99,n/a,291,6,45,15,7,59,337,63,7.16,124,0.28,15.46,0.0,20.27,2.75,21.65,3.58,42.61,0.0,1.65,1,8,4.13,0,92.84
ZAMBIA,113,3643,102,84.07,0.7949265486725664,81,16,0.0,0.00849798492472515,0.88,71.68,0,0.0,0.009948676245742626,32.23893805309734,10.62,0.88,0,0.009752729469641393,45.245167256637174,0.0,Country/Region,13,1,0.010009178606360216,0,1.1707100370108499,1,n/a,1,0.0,1,0.88,n/a,96,7,43,3,4,17,97,25,14.16,11,0.0,44.79,0.0,17.71,11.5,26.04,0.88,11.46,0.88,6.19,1,12,2.65,0,85.84
COTE IVOIRE,132,3584,103,87.88,0.7743719696969698,80,24,0.0,0.009926849646581592,0.76,60.61,5,0.0,0.00978755302353598,27.151515151515152,6.82,2.27,1,0.011392568937988175,40.16121363636364,0.0,Country/Region,8,3,0.009847075521601705,0,0.9859676908581385,1,n/a,9,0.0,1,0.76,n/a,124,10,42,10,14,25,108,24,18.18,33,3.79,33.87,0.76,20.16,6.06,19.35,6.82,26.61,0.76,7.58,1,9,7.58,0,81.82
JAMAICA,220,3464,104,69.55,0.7980813636363636,78,23,0.0,0.01654474941096932,0.0,35.45,1,0.0,0.009459844774980086,15.745454545454546,7.27,1.36,0,0.018987614896646958,33.64498727272728,0.0,Country/Region,19,3,0.009517374332262364,0,0.5717732278681794,7,n/a,3,0.0,2,3.18,n/a,178,9,57,3,33,31,197,17,10.45,73,0.45,32.02,0.0,17.42,8.64,9.55,1.36,41.01,0.91,4.09,0,16,1.36,0,89.55
BURKINA FASO,101,3450,105,89.11,0.9740673267326734,69,14,0.0,0.0075955440477631884,0.0,68.32,1,0.0,0.0094216121459819,34.15841584158416,15.84,0.0,0,0.008717041384369741,50.68905544554456,0.0,Country/Region,12,0,0.009478909193506106,0,1.2404130746574331,0,n/a,3,0.0,0,0.0,n/a,90,4,41,1,11,16,87,10,13.86,23,0.99,45.56,0.0,17.78,11.88,11.11,2.97,25.56,0.0,3.96,0,16,0.99,0,86.14
BOLIVIA,101,3089,106,84.16,0.7652188118811882,79,19,0.0,0.0075955440477631884,0.0,78.22,6,0.0,0.008435756498242923,30.584158415841586,8.91,0.0,0,0.008717041384369741,47.49182970297031,0.0,Country/Region,7,0,0.008487058115576917,0,1.1106191268454524,1,n/a,10,0.0,2,0.99,n/a,85,8,32,6,18,26,82,19,18.81,8,5.94,37.65,0.0,30.59,6.93,22.35,9.9,9.41,1.98,7.92,0,9,5.94,0,81.19
MOLDOVA,218,2956,107,68.81,0.4776862385321101,117,13,0.0,0.016394342598142327,0.0,53.67,0,0.0,0.008072546522760144,13.559633027522937,6.42,1.83,2,0.01881500021576835,32.75087660550459,0.0,Country/Region,2,4,0.008121639297392479,0,0.49239830596652656,3,n/a,10,0.0,0,1.38,n/a,171,1,52,9,13,40,205,35,5.96,44,0.0,30.41,0.92,23.39,0.92,20.47,4.59,25.73,0.0,0.46,0,14,4.13,0,94.04
